"","rep","scenario","time","biomass"
"134",34,"MPAs_maxdist",2001,62218.6467034897
"135",35,"MPAs_maxdist",2001,62218.6467034897
"136",36,"MPAs_maxdist",2001,18497.9229588218
"137",37,"MPAs_maxdist",2001,39933.7914374147
"138",38,"MPAs_maxdist",2001,62218.6467034897
"139",39,"MPAs_maxdist",2001,18497.9229588218
"140",40,"MPAs_maxdist",2001,39933.7914374147
"141",41,"MPAs_maxdist",2001,118582.428630183
"142",42,"MPAs_maxdist",2001,25121.8841367409
"143",43,"MPAs_maxdist",2001,31080.0282194752
"144",44,"MPAs_maxdist",2001,35009.2657187132
"145",45,"MPAs_maxdist",2001,11744.3967164399
"146",46,"MPAs_maxdist",2001,81191.8174386101
"147",47,"MPAs_maxdist",2001,44010.3730893384
"148",48,"MPAs_maxdist",2001,7875.24637606168
"149",49,"MPAs_maxdist",2001,58310.4025286719
"150",50,"MPAs_maxdist",2001,14704.8687419039
"151",51,"MPAs_maxdist",2001,29339.2713386792
"152",52,"MPAs_maxdist",2001,19664.8595622333
"153",53,"MPAs_maxdist",2001,82456.8274660057
"154",54,"MPAs_maxdist",2001,54964.8642589786
"155",55,"MPAs_maxdist",2001,60912.6428127045
"156",56,"MPAs_maxdist",2001,31559.9172426649
"157",57,"MPAs_maxdist",2001,41151.6453228829
"158",58,"MPAs_maxdist",2001,175014.508347399
"159",59,"MPAs_maxdist",2001,100983.031951662
"160",60,"MPAs_maxdist",2001,18260.8470182316
"161",61,"MPAs_maxdist",2001,75618.8539328111
"162",62,"MPAs_maxdist",2001,62218.6467034897
"163",63,"MPAs_maxdist",2001,120901.270098055
"164",64,"MPAs_maxdist",2001,31870.3311054358
"165",65,"MPAs_maxdist",2001,31141.7070666739
"166",66,"MPAs_maxdist",2001,205890.625679406
"167",67,"MPAs_maxdist",2001,16822.6953986358
"168",68,"MPAs_maxdist",2001,12738.7405355278
"169",69,"MPAs_maxdist",2001,16642.818724736
"170",70,"MPAs_maxdist",2001,62218.6467034897
"171",71,"MPAs_maxdist",2001,18497.9229588218
"172",72,"MPAs_maxdist",2001,39933.7914374147
"173",73,"MPAs_maxdist",2001,118582.428630183
"174",74,"MPAs_maxdist",2001,25121.8841367409
"175",75,"MPAs_maxdist",2001,31080.0282194752
"176",76,"MPAs_maxdist",2001,35009.2657187132
"177",77,"MPAs_maxdist",2001,11744.3967164399
"178",78,"MPAs_maxdist",2001,81191.8174386101
"179",79,"MPAs_maxdist",2001,44010.3730893384
"180",80,"MPAs_maxdist",2001,7875.24637606168
"181",81,"MPAs_maxdist",2001,58310.4025286719
"182",82,"MPAs_maxdist",2001,14704.8687419039
"183",83,"MPAs_maxdist",2001,34084.0127903726
"184",84,"MPAs_maxdist",2001,88836.2248401439
"185",85,"MPAs_maxdist",2001,62218.6467034897
"186",86,"MPAs_maxdist",2001,18497.9229588218
"187",87,"MPAs_maxdist",2001,39933.7914374147
"188",88,"MPAs_maxdist",2001,118582.428630183
"189",89,"MPAs_maxdist",2001,25121.8841367409
"190",90,"MPAs_maxdist",2001,31080.0282194752
"191",91,"MPAs_maxdist",2001,35009.2657187132
"192",92,"MPAs_maxdist",2001,11744.3967164399
"193",93,"MPAs_maxdist",2001,81191.8174386101
"194",94,"MPAs_maxdist",2001,44010.3730893384
"195",95,"MPAs_maxdist",2001,7875.24637606168
"196",96,"MPAs_maxdist",2001,58310.4025286719
"197",97,"MPAs_maxdist",2001,16221.1335249695
"198",98,"MPAs_maxdist",2001,52813.0936493462
"199",99,"MPAs_maxdist",2001,31333.369859564
"200",100,"MPAs_maxdist",2001,17140.6014359772
"201",1,"MPAs_fixed",2001,25125.7739323275
"202",2,"MPAs_fixed",2001,19422.7088349244
"203",3,"MPAs_fixed",2001,32674.854941662
"204",4,"MPAs_fixed",2001,33347.0261880522
"205",5,"MPAs_fixed",2001,217220.723357726
"206",6,"MPAs_fixed",2001,29155.3015057138
"207",7,"MPAs_fixed",2001,17365.4067265412
"208",8,"MPAs_fixed",2001,33944.9166529065
"209",9,"MPAs_fixed",2001,7045.19510427307
"210",10,"MPAs_fixed",2001,15017.1166532585
"211",11,"MPAs_fixed",2001,63827.382791935
"212",12,"MPAs_fixed",2001,44643.3811382946
"213",13,"MPAs_fixed",2001,88163.4388282862
"214",14,"MPAs_fixed",2001,49206.3457064619
"215",15,"MPAs_fixed",2001,50782.5445071338
"216",16,"MPAs_fixed",2001,20322.2846589904
"217",17,"MPAs_fixed",2001,39047.0060058343
"218",18,"MPAs_fixed",2001,52849.4206449458
"219",19,"MPAs_fixed",2001,111013.336911361
"220",20,"MPAs_fixed",2001,36587.7091115765
"221",21,"MPAs_fixed",2001,65471.4870912116
"222",22,"MPAs_fixed",2001,187145.752995065
"223",23,"MPAs_fixed",2001,41491.9399828638
"224",24,"MPAs_fixed",2001,42895.6754235954
"225",25,"MPAs_fixed",2001,15575.8524177076
"226",26,"MPAs_fixed",2001,144104.378727837
"227",27,"MPAs_fixed",2001,196184.169312082
"228",28,"MPAs_fixed",2001,23079.4054315579
"229",29,"MPAs_fixed",2001,118201.617633221
"230",30,"MPAs_fixed",2001,81437.3794536265
"231",31,"MPAs_fixed",2001,244757.085987064
"232",32,"MPAs_fixed",2001,9492.76173192534
"233",33,"MPAs_fixed",2001,9163.00007501473
"234",34,"MPAs_fixed",2001,90840.6956038112
"235",35,"MPAs_fixed",2001,90840.6956038112
"236",36,"MPAs_fixed",2001,9171.71421064532
"237",37,"MPAs_fixed",2001,61154.548212633
"238",38,"MPAs_fixed",2001,90840.6956038112
"239",39,"MPAs_fixed",2001,9171.71421064532
"240",40,"MPAs_fixed",2001,61154.548212633
"241",41,"MPAs_fixed",2001,80745.8335232964
"242",42,"MPAs_fixed",2001,10395.2437606973
"243",43,"MPAs_fixed",2001,66764.9365405433
"244",44,"MPAs_fixed",2001,32468.3870547961
"245",45,"MPAs_fixed",2001,16514.2237498686
"246",46,"MPAs_fixed",2001,21967.6341854943
"247",47,"MPAs_fixed",2001,7426.44484304889
"248",48,"MPAs_fixed",2001,13854.6548113214
"249",49,"MPAs_fixed",2001,82396.836238227
"250",50,"MPAs_fixed",2001,27697.5125368016
"251",51,"MPAs_fixed",2001,69197.6714387438
"252",52,"MPAs_fixed",2001,34659.3144536332
"253",53,"MPAs_fixed",2001,9893.10290606657
"254",54,"MPAs_fixed",2001,24604.2928357519
"255",55,"MPAs_fixed",2001,84440.5243349136
"256",56,"MPAs_fixed",2001,74030.3796005146
"257",57,"MPAs_fixed",2001,81490.5272482795
"258",58,"MPAs_fixed",2001,10955.2256020487
"259",59,"MPAs_fixed",2001,77804.8884975106
"260",60,"MPAs_fixed",2001,48627.8597236552
"261",61,"MPAs_fixed",2001,108136.319877357
"262",62,"MPAs_fixed",2001,90840.6956038112
"263",63,"MPAs_fixed",2001,25969.5798655607
"264",64,"MPAs_fixed",2001,20173.1524224408
"265",65,"MPAs_fixed",2001,93312.4793882896
"266",66,"MPAs_fixed",2001,38931.672090229
"267",67,"MPAs_fixed",2001,19813.3874686872
"268",68,"MPAs_fixed",2001,58167.9059670853
"269",69,"MPAs_fixed",2001,38863.9331803259
"270",70,"MPAs_fixed",2001,90840.6956038112
"271",71,"MPAs_fixed",2001,9171.71421064532
"272",72,"MPAs_fixed",2001,61154.548212633
"273",73,"MPAs_fixed",2001,80745.8335232964
"274",74,"MPAs_fixed",2001,10395.2437606973
"275",75,"MPAs_fixed",2001,66764.9365405433
"276",76,"MPAs_fixed",2001,32468.3870547961
"277",77,"MPAs_fixed",2001,16514.2237498686
"278",78,"MPAs_fixed",2001,21967.6341854943
"279",79,"MPAs_fixed",2001,7426.44484304889
"280",80,"MPAs_fixed",2001,13854.6548113214
"281",81,"MPAs_fixed",2001,82396.836238227
"282",82,"MPAs_fixed",2001,27697.5125368016
"283",83,"MPAs_fixed",2001,28256.9393179415
"284",84,"MPAs_fixed",2001,52376.908424834
"285",85,"MPAs_fixed",2001,90840.6956038112
"286",86,"MPAs_fixed",2001,9171.71421064532
"287",87,"MPAs_fixed",2001,61154.548212633
"288",88,"MPAs_fixed",2001,80745.8335232964
"289",89,"MPAs_fixed",2001,10395.2437606973
"290",90,"MPAs_fixed",2001,66764.9365405433
"291",91,"MPAs_fixed",2001,32468.3870547961
"292",92,"MPAs_fixed",2001,16514.2237498686
"293",93,"MPAs_fixed",2001,21967.6341854943
"294",94,"MPAs_fixed",2001,7426.44484304889
"295",95,"MPAs_fixed",2001,13854.6548113214
"296",96,"MPAs_fixed",2001,82396.836238227
"297",97,"MPAs_fixed",2001,91514.9849909446
"298",98,"MPAs_fixed",2001,33913.6716451093
"299",99,"MPAs_fixed",2001,108572.395904579
"300",100,"MPAs_fixed",2001,42859.3746652653
"301",1,"MPAs_targeted",2001,89944.9027924122
"302",2,"MPAs_targeted",2001,37075.2778459679
"303",3,"MPAs_targeted",2001,11864.3312875295
"304",4,"MPAs_targeted",2001,47049.474037865
"305",5,"MPAs_targeted",2001,37783.7013416974
"306",6,"MPAs_targeted",2001,49872.7014495437
"307",7,"MPAs_targeted",2001,84042.2868313421
"308",8,"MPAs_targeted",2001,15429.5258423884
"309",9,"MPAs_targeted",2001,15293.0252605747
"310",10,"MPAs_targeted",2001,50022.8770334048
"311",11,"MPAs_targeted",2001,83212.0244524886
"312",12,"MPAs_targeted",2001,56117.8365485978
"313",13,"MPAs_targeted",2001,23822.7710053461
"314",14,"MPAs_targeted",2001,11090.0665047356
"315",15,"MPAs_targeted",2001,139246.149677877
"316",16,"MPAs_targeted",2001,14105.8569236528
"317",17,"MPAs_targeted",2001,78968.5748930301
"318",18,"MPAs_targeted",2001,69757.3263187524
"319",19,"MPAs_targeted",2001,16192.8619568249
"320",20,"MPAs_targeted",2001,20593.8640534442
"321",21,"MPAs_targeted",2001,37556.4399482413
"322",22,"MPAs_targeted",2001,114966.475836972
"323",23,"MPAs_targeted",2001,16750.7978184994
"324",24,"MPAs_targeted",2001,16716.8447810007
"325",25,"MPAs_targeted",2001,80792.9056288556
"326",26,"MPAs_targeted",2001,52528.4083455146
"327",27,"MPAs_targeted",2001,12766.0801985585
"328",28,"MPAs_targeted",2001,126133.325497473
"329",29,"MPAs_targeted",2001,15751.4400056636
"330",30,"MPAs_targeted",2001,137680.738864289
"331",31,"MPAs_targeted",2001,31823.7487031117
"332",32,"MPAs_targeted",2001,55857.0417586275
"333",33,"MPAs_targeted",2001,77782.8944511336
"334",34,"MPAs_targeted",2001,13109.8385569625
"335",35,"MPAs_targeted",2001,13109.8385569625
"336",36,"MPAs_targeted",2001,188232.084556556
"337",37,"MPAs_targeted",2001,40209.2172321163
"338",38,"MPAs_targeted",2001,13109.8385569625
"339",39,"MPAs_targeted",2001,188232.084556556
"340",40,"MPAs_targeted",2001,40209.2172321163
"341",41,"MPAs_targeted",2001,75960.1050552674
"342",42,"MPAs_targeted",2001,151516.717918163
"343",43,"MPAs_targeted",2001,23185.2599192655
"344",44,"MPAs_targeted",2001,40768.2503273046
"345",45,"MPAs_targeted",2001,52748.4280961449
"346",46,"MPAs_targeted",2001,25104.0224906173
"347",47,"MPAs_targeted",2001,34037.8784257499
"348",48,"MPAs_targeted",2001,7159.68584376686
"349",49,"MPAs_targeted",2001,38647.3557122746
"350",50,"MPAs_targeted",2001,28167.2849265261
"351",51,"MPAs_targeted",2001,31359.789131471
"352",52,"MPAs_targeted",2001,72396.7681462579
"353",53,"MPAs_targeted",2001,113914.137762648
"354",54,"MPAs_targeted",2001,83204.5752519736
"355",55,"MPAs_targeted",2001,13542.7695609385
"356",56,"MPAs_targeted",2001,47676.8085697948
"357",57,"MPAs_targeted",2001,62036.2562344436
"358",58,"MPAs_targeted",2001,59847.3821279257
"359",59,"MPAs_targeted",2001,15778.4043955312
"360",60,"MPAs_targeted",2001,105090.513430405
"361",61,"MPAs_targeted",2001,210266.993507283
"362",62,"MPAs_targeted",2001,13109.8385569625
"363",63,"MPAs_targeted",2001,106050.701541631
"364",64,"MPAs_targeted",2001,23555.6578069981
"365",65,"MPAs_targeted",2001,29470.9138551744
"366",66,"MPAs_targeted",2001,27154.9194912998
"367",67,"MPAs_targeted",2001,32300.3060307981
"368",68,"MPAs_targeted",2001,11955.5535879337
"369",69,"MPAs_targeted",2001,73960.1723270711
"370",70,"MPAs_targeted",2001,13109.8385569625
"371",71,"MPAs_targeted",2001,188232.084556556
"372",72,"MPAs_targeted",2001,40209.2172321163
"373",73,"MPAs_targeted",2001,75960.1050552674
"374",74,"MPAs_targeted",2001,151516.717918163
"375",75,"MPAs_targeted",2001,23185.2599192655
"376",76,"MPAs_targeted",2001,40768.2503273046
"377",77,"MPAs_targeted",2001,52748.4280961449
"378",78,"MPAs_targeted",2001,25104.0224906173
"379",79,"MPAs_targeted",2001,34037.8784257499
"380",80,"MPAs_targeted",2001,7159.68584376686
"381",81,"MPAs_targeted",2001,38647.3557122746
"382",82,"MPAs_targeted",2001,28167.2849265261
"383",83,"MPAs_targeted",2001,28143.5053432174
"384",84,"MPAs_targeted",2001,28737.9552926303
"385",85,"MPAs_targeted",2001,13109.8385569625
"386",86,"MPAs_targeted",2001,188232.084556556
"387",87,"MPAs_targeted",2001,40209.2172321163
"388",88,"MPAs_targeted",2001,75960.1050552674
"389",89,"MPAs_targeted",2001,151516.717918163
"390",90,"MPAs_targeted",2001,23185.2599192655
"391",91,"MPAs_targeted",2001,40768.2503273046
"392",92,"MPAs_targeted",2001,52748.4280961449
"393",93,"MPAs_targeted",2001,25104.0224906173
"394",94,"MPAs_targeted",2001,34037.8784257499
"395",95,"MPAs_targeted",2001,7159.68584376686
"396",96,"MPAs_targeted",2001,38647.3557122746
"397",97,"MPAs_targeted",2001,59541.3399344438
"398",98,"MPAs_targeted",2001,16904.0670968789
"399",99,"MPAs_targeted",2001,60148.64819769
"400",100,"MPAs_targeted",2001,62519.4474808914
"401",1,"Status_quo",2002,68941.5066511256
"402",2,"Status_quo",2002,53484.2072794297
"403",3,"Status_quo",2002,107561.240097591
"404",4,"Status_quo",2002,20092.3446130132
"405",5,"Status_quo",2002,57737.829556653
"406",6,"Status_quo",2002,25007.3409950228
"407",7,"Status_quo",2002,44003.7118762605
"408",8,"Status_quo",2002,45266.3043267378
"409",9,"Status_quo",2002,9456.01703896018
"410",10,"Status_quo",2002,38422.8548625144
"411",11,"Status_quo",2002,25011.3281024267
"412",12,"Status_quo",2002,58689.952107144
"413",13,"Status_quo",2002,76286.1304447603
"414",14,"Status_quo",2002,9538.0813292462
"415",15,"Status_quo",2002,156059.009447722
"416",16,"Status_quo",2002,100390.963512764
"417",17,"Status_quo",2002,220968.96778975
"418",18,"Status_quo",2002,31620.127486004
"419",19,"Status_quo",2002,76613.0014085139
"420",20,"Status_quo",2002,28330.4188615925
"421",21,"Status_quo",2002,53009.5926496194
"422",22,"Status_quo",2002,60389.6313888768
"423",23,"Status_quo",2002,24141.9878911969
"424",24,"Status_quo",2002,34708.6903962474
"425",25,"Status_quo",2002,48900.4347603902
"426",26,"Status_quo",2002,51392.3490183184
"427",27,"Status_quo",2002,36283.1149682154
"428",28,"Status_quo",2002,13584.1300148851
"429",29,"Status_quo",2002,25440.2687483317
"430",30,"Status_quo",2002,295508.659954138
"431",31,"Status_quo",2002,46560.3755700733
"432",32,"Status_quo",2002,20881.7448884454
"433",33,"Status_quo",2002,36161.7346844615
"434",34,"Status_quo",2002,19610.5528417827
"435",35,"Status_quo",2002,19610.5528417827
"436",36,"Status_quo",2002,7898.15740202642
"437",37,"Status_quo",2002,38267.5254119449
"438",38,"Status_quo",2002,19610.5528417827
"439",39,"Status_quo",2002,7898.15740202642
"440",40,"Status_quo",2002,38267.5254119449
"441",41,"Status_quo",2002,16192.5759123763
"442",42,"Status_quo",2002,192277.465297189
"443",43,"Status_quo",2002,121586.628388146
"444",44,"Status_quo",2002,34288.9962334511
"445",45,"Status_quo",2002,17181.0665108774
"446",46,"Status_quo",2002,24023.3742751942
"447",47,"Status_quo",2002,59817.3700075527
"448",48,"Status_quo",2002,40766.4610475296
"449",49,"Status_quo",2002,46295.9698357741
"450",50,"Status_quo",2002,21284.6988187806
"451",51,"Status_quo",2002,28012.7280047883
"452",52,"Status_quo",2002,71164.5201510613
"453",53,"Status_quo",2002,34355.1282996852
"454",54,"Status_quo",2002,40533.6384765133
"455",55,"Status_quo",2002,36465.6206690934
"456",56,"Status_quo",2002,13424.3662256547
"457",57,"Status_quo",2002,9891.7930330938
"458",58,"Status_quo",2002,93292.35197211
"459",59,"Status_quo",2002,17168.2910579316
"460",60,"Status_quo",2002,33012.8090395718
"461",61,"Status_quo",2002,105934.412632447
"462",62,"Status_quo",2002,19610.5528417827
"463",63,"Status_quo",2002,47789.9745728165
"464",64,"Status_quo",2002,56752.7376297294
"465",65,"Status_quo",2002,30695.4833631418
"466",66,"Status_quo",2002,21589.6107634261
"467",67,"Status_quo",2002,57523.1973653655
"468",68,"Status_quo",2002,50262.7289920244
"469",69,"Status_quo",2002,25800.4148890392
"470",70,"Status_quo",2002,19610.5528417827
"471",71,"Status_quo",2002,7898.15740202642
"472",72,"Status_quo",2002,38267.5254119449
"473",73,"Status_quo",2002,16192.5759123763
"474",74,"Status_quo",2002,192277.465297189
"475",75,"Status_quo",2002,121586.628388146
"476",76,"Status_quo",2002,34288.9962334511
"477",77,"Status_quo",2002,17181.0665108774
"478",78,"Status_quo",2002,24023.3742751942
"479",79,"Status_quo",2002,59817.3700075527
"480",80,"Status_quo",2002,40766.4610475296
"481",81,"Status_quo",2002,46295.9698357741
"482",82,"Status_quo",2002,21284.6988187806
"483",83,"Status_quo",2002,49081.1621413094
"484",84,"Status_quo",2002,80490.7295228257
"485",85,"Status_quo",2002,19610.5528417827
"486",86,"Status_quo",2002,7898.15740202642
"487",87,"Status_quo",2002,38267.5254119449
"488",88,"Status_quo",2002,16192.5759123763
"489",89,"Status_quo",2002,192277.465297189
"490",90,"Status_quo",2002,121586.628388146
"491",91,"Status_quo",2002,34288.9962334511
"492",92,"Status_quo",2002,17181.0665108774
"493",93,"Status_quo",2002,24023.3742751942
"494",94,"Status_quo",2002,59817.3700075527
"495",95,"Status_quo",2002,40766.4610475296
"496",96,"Status_quo",2002,46295.9698357741
"497",97,"Status_quo",2002,41211.8504657217
"498",98,"Status_quo",2002,71442.079633833
"499",99,"Status_quo",2002,37028.4879006748
"500",100,"Status_quo",2002,120560.726621546
"501",1,"MPAs_maxdist",2002,18003.0994297114
"502",2,"MPAs_maxdist",2002,18295.1300145606
"503",3,"MPAs_maxdist",2002,11483.803964512
"504",4,"MPAs_maxdist",2002,13621.3681749796
"505",5,"MPAs_maxdist",2002,56287.0157630548
"506",6,"MPAs_maxdist",2002,88036.8429276788
"507",7,"MPAs_maxdist",2002,61202.2602065318
"508",8,"MPAs_maxdist",2002,30740.4225318967
"509",9,"MPAs_maxdist",2002,69223.6627033828
"510",10,"MPAs_maxdist",2002,19724.1010274141
"511",11,"MPAs_maxdist",2002,17938.6467725174
"512",12,"MPAs_maxdist",2002,35424.8593483685
"513",13,"MPAs_maxdist",2002,38078.1341723682
"514",14,"MPAs_maxdist",2002,25343.1405744339
"515",15,"MPAs_maxdist",2002,185760.541823878
"516",16,"MPAs_maxdist",2002,62406.0877718484
"517",17,"MPAs_maxdist",2002,46091.9434799593
"518",18,"MPAs_maxdist",2002,31851.6773448498
"519",19,"MPAs_maxdist",2002,23239.80333071
"520",20,"MPAs_maxdist",2002,82180.0995321635
"521",21,"MPAs_maxdist",2002,50142.620181435
"522",22,"MPAs_maxdist",2002,25548.1539123079
"523",23,"MPAs_maxdist",2002,96950.3124748281
"524",24,"MPAs_maxdist",2002,39224.5871277882
"525",25,"MPAs_maxdist",2002,44392.0723385593
"526",26,"MPAs_maxdist",2002,47315.6206744496
"527",27,"MPAs_maxdist",2002,216114.420914559
"528",28,"MPAs_maxdist",2002,34387.3861363952
"529",29,"MPAs_maxdist",2002,56925.8607870016
"530",30,"MPAs_maxdist",2002,43983.6157982876
"531",31,"MPAs_maxdist",2002,56965.3219475666
"532",32,"MPAs_maxdist",2002,18039.9445376116
"533",33,"MPAs_maxdist",2002,40386.7455330442
"534",34,"MPAs_maxdist",2002,88203.016873781
"535",35,"MPAs_maxdist",2002,88203.016873781
"536",36,"MPAs_maxdist",2002,18105.7748267626
"537",37,"MPAs_maxdist",2002,39423.6361424426
"538",38,"MPAs_maxdist",2002,88203.016873781
"539",39,"MPAs_maxdist",2002,18105.7748267626
"540",40,"MPAs_maxdist",2002,39423.6361424426
"541",41,"MPAs_maxdist",2002,59122.0862585821
"542",42,"MPAs_maxdist",2002,27040.1699198715
"543",43,"MPAs_maxdist",2002,30103.9637710956
"544",44,"MPAs_maxdist",2002,17874.2059709942
"545",45,"MPAs_maxdist",2002,12856.2839254456
"546",46,"MPAs_maxdist",2002,130856.327977486
"547",47,"MPAs_maxdist",2002,16281.1120771392
"548",48,"MPAs_maxdist",2002,5652.39651844183
"549",49,"MPAs_maxdist",2002,41439.0703061639
"550",50,"MPAs_maxdist",2002,24365.9645415603
"551",51,"MPAs_maxdist",2002,24290.6154367299
"552",52,"MPAs_maxdist",2002,22729.0186415364
"553",53,"MPAs_maxdist",2002,66328.6938381573
"554",54,"MPAs_maxdist",2002,85171.6050253303
"555",55,"MPAs_maxdist",2002,106812.675548658
"556",56,"MPAs_maxdist",2002,48713.810130914
"557",57,"MPAs_maxdist",2002,37928.1833652177
